,title,text
307,matilda,matilda comedy  family  fantasy grouchy  couple  parents  sweet  girl  matilda  unlike  bratty  brother  mean  becomes  extremely  intelligent  6  year  old  keen  go  school  read  books  send  worst  principal  world  teacher  good  friends  trying  put  cruelty  starts  unwittingly  unleash  telekinetic  powers  destroying  television  making  newt  fly  onto  enough  practice  learn  control  soon  using  drive  away
308,it's such a beautiful day,it's such a beautiful day fantasy  animation  comedy  drama bill  struggles  put  together  shattered  psyche  new  feature  film  version  hertzfeldt  animated  short  trilogy
309,cover girl,cover girl comedy  music  romance rusty  parker  red  headed  leggy  dancer  danny  mcguire  night  club  brooklyn  wants  successful  broadway  star  enters  contest  cover  girl  stepping  stone  career  reminds  publisher  john  coudair  lost  love  showgirl  maribelle  hicks  engaged  although  wealthy  society  mother  made  fun  left  altar  saw  piano  wedding  reminded  player  truly  loved  granddaughter  musical  sequences  dancing  songs  beginning  20th  century
310,stealth fighter,stealth fighter action  thriller navy  pilot  fakes  death  steals  stealth  fighter  plane  u  f  base  acts  mercenary  targeting  military  installations  around  world
311,the flight of dragons,the flight of dragons animation  fantasy  family realm  magic  threatened  logic  carolinus  green  wizard  decides  shield  time  ommedon  evil  red  stands  way  calls  quest  led  man  named  peter  dickinson  first  realms  science  peters  job  defeat
312,reclaim your brain,reclaim your brain comedy  drama frustrated  forced  produce  bad  tv  shows  manager  station  enters  manipulates  ratings  initiate  revolution
313,bury my heart at wounded knee,bury my heart at wounded knee tv movie  drama  history  western beginning  bloody  sioux  victory  general  custer  little  big  horn  story  told  two  unique  perspectives  charles  eastman  young  white  educated  doctor  held  living  proof  alleged  success  assimilation  sitting  bull  proud  lakota  chief  whose  tribe  american  indians  ’  last  major
314,freaky ali,freaky ali comedy  romance freaky  ali  upcoming  2016  indian  sports  rom  com  film  directed  produced  written  sohail  khan  co  nishant  pitti  dialogue  raaj  shaandilyaa  presented  salman  inspired  adam  sandler  happy  gilmore  1996  scheduled  release  9  september
315,cat's eye,cat's eye comedy  thriller  horror three  short  stories  shock  meister  stephen  king  linked  stray  cat  roams  one  tale  next  creepy  triptych  begins  dick  james  woods  tries  quit  smoking  means  necessary  meet  johnny  adulterous  man  forced  lover  husband  onto  building  hazardous  ledge  finally  amanda  threatened  evil  gnome  throws  suspicion  family
316,veranda för en tenor,veranda för en tenor drama author  thomas  meets  childhood  friend  hoffman  autumn  night  1997  decide  let  dream  come  true  make  film  play  veranda  tenor  lead  role  story  takes  us  back  summer  1961  changed  lives  writing  script  awakens  memories  forbidden  questions  answered  friendship  put  test  final  time  male  also  love  woman  ...
317,kingpin,kingpin comedy bowler  roy  munson  swindles  wrong  crowd  left  hook  hand  settles  impoverished  obscurity  uncovers  next  big  thing  amish  kid  named  ishmael  corrupt  hopelessly  naïve  hit  circuit  intent  settling  old  score  ern
318,the room,the room drama  romance johnny  successful  banker  great  respect  dedication  people  life  especially  future  wife  lisa  happy  go  lucky  guy  sees  world  fall  apart  friends  begin  betray  one
319,puncture,puncture drama  mystery david  goliath  law  drama  drug  addicted  lawyer  takes  health  supply  corporation  battling  personal  demons
320,besotted,besotted  21st  century  sorceress  hardman  arrives  cape  cod  fishing  village  summer  holiday  intention  putting  magical  powers  good  use  creating  love  matches  town  lost  souls  artistic  license  films
321,four days in september,four days in september action  drama  foreign  history  thriller fernando  journalist  friend  césar  join  terrorist  group  mr8  order  fight  brazilian  dictatorial  regime  late  sixties  cesare  however  wounded  captured  bank  hold  decides  kidnap  american  ambassador  brazil  ask  release  fifteen  political  prisoners  exchange  life
322,music and lyrics,music and lyrics comedy  music  romance washed  singer  given  couple  days  compose  chart  topping  hit  aspiring  teen  sensation  though  never  written  decent  lyric  life  sparks  offbeat  younger  woman  flair  words
323,alvin and the chipmunks: the squeakquel,alvin and the chipmunks: the squeakquel comedy  family  animation  fantasy  music pop  sensations  alvin  simon  theodore  end  care  dave  seville  twenty  something  nephew  toby  boys  must  put  aside  music  super  stardom  return  school  tasked  saving  program  winning  25  000  prize  battle  bands  chipmunks  unexpectedly  meet  match  three  singing  known  chipettes  brittany  eleanor  jeanette  romantic  musical  sparks  ignited  square
324,shooters,shooters action  crime  foreign  thriller english  gangster  flick
325,those who feel the fire burning,those who feel the fire burning documentary group  refugees  tries  enter  europe  illegally  boat  storm  suddenly  appears  hell  breaks  loose  old  man  falls  overboard  perception  shifts  another  dimension  dark  hallucinatory  place  driven  mysterious  power  desperately  search  loved  ones  soul  passes  everyday  reality  many  castaway  border  alleged  paradise  spirit  observes  people  street  chased  away  like  dogs  follows  illegal  worker  drug  addicted  mother  slips  inside  crowded  refugee  shelters  wandering  limbo  questions  meaning  existence
326,sleepwalking,sleepwalking drama boyfriend  arrested  marijuana  possession  joleen  reedy  11  year  old  daughter  tara  take  refuge  aimless  brother  james  soon  runs  truck  driver  unable  meet  responsibilities  child  protective  services  takes  abducts  foster  home  two  travel  california  utah  abusive  father  lives
327,good-for-nothing,good-for-nothing action yoshida  first  feature  follows  lives  young  students  background  jazz  emptiness  boredom  plot  fairly  simple  good  nothing  poor  falls  love  secretary  rich  friend  father  woman  senses  tries  lead  right  path
328,girl fight,girl fight drama  tv movie inspired  true  story  girl  fight  recounts  harrowing  16  year  old  stellar  high  school  student  whose  life  spirals  downward  former  friends  conspire  upload  onto  internet  shocking  video  beating
329,restless,restless romance old  dog  hard  time  learning  new  tricks  drama  set  turku  ari  paramedic  chronic  womanizer  makes  point  pride  never  sleep  woman  twice  nights  long  series  brazen  one  night  stands  meets  tiina  laura  malmivaara  )   something  unexpected  happens  falls  love  first  finds  pursuing  term  relationship  genuine  effort  remain  faithful  habits  die  introduces  circle  friends  temptation  arises  encounters  hanna  riikka  theology  student  ilona  soon  married  despite  feelings  begins  affairs  leading  unpleasant  revelation  day  nuptials  mark  deming  allrovi
330,days of heaven,days of heaven drama  romance 1910  chicago  steel  worker  accidentally  kills  supervisor  flees  texas  panhandle  girlfriend  little  sister  work  harvesting  wheat  fields  stoic  farmer  love  triangle  swarm  locusts  hellish  fire  —  malick  captures  dreamlike  authenticity  creating  timeless  american  idyll  gritty  evocation  turn  century  labor
331,studentfesten,studentfesten comedy 1994  rasmus  two  best  friends  frans  ian  talk  crashing  graduation  parties  search  fun  booze  girls  get  klara  broke  day  feelings  tested  learns  truth  break  love  real  importantly  survive  night
332,snowbeast,snowbeast horror made  tv  film  enormous  angry  bigfoot  creature  begins  terrorize  colorado  ski  resort  winter  carnival  eating  several  skiers  first  everyone  insists  bear  patrolman  tony  rill  sees  white  shadowy  beastly  shape  disappearing  woods  although  grandmother  mrs  carrie  owns  town  sheriff  paraday  disagree  soon  becomes  clear  finally  attacks
333,976-evil ii,976-evil ii horror bestowed  demonic  powers  following  phone  call  hell  psychotic  teacher  begins  rampage  death  destruction  small  town  forcing  teen  boyfriend  fight  get  away
334,"people, places, things","people, places, things comedy henry  newly  single  graphic  novelist  balancing  parent  young  twin  daughters  teaching  classroom  full  college  students  trying  navigate  rich  complexities  new  love  letting  go  woman  left"
335,our kind of traitor,our kind of traitor thriller young  oxford  academic  attorney  girlfriend  holiday  antigua  bump  russian  millionaire  owns  peninsula  diamond  watch  wants  game  tennis  else  propels  lovers  tortuous  journey  city  london  unholy  alliance  britain  intelligence  establishment  paris  alps
336,rat pfink a boo boo,"rat pfink a boo boo comedy  action  thriller starts  seriously  enough  three  thugs  robbing  innocent  young  woman  night  city  switches  vin  saxon  carolyn  brandt  goofy  elvis  like  rock  n  roll  number  charming  though  ).  next  day  bored  picking  name  random  phone  book  decide  terrorize  campy  dramatic  scenes  kidnapped  goons  ransom  receiving  call  good  natured  bright  gardener  sit  around  despondent  wondering  one  thing  !""  exclaims  two  rush  room  become  costumed  heroes  rat  pfink  boo  ..."
